asset_name,asset_id,asset_type,asset_link,asset_parent_id,publication_date,asset parent id,Parent asset type,Asset Agency,Parent Agency,FoundationalorNot,Vparent,All_Asset,asset_cnt,Sparent
WQUAN-Hood Canal,btsw-fd8e,map,https://data.wa.gov/Natural-Resources-Environment/WQUAN-Hood-Canal/btsw-fd8e,hdw4-yhs4,09/23/2014 12:00:00 AM,hdw4-yhs4,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,91,0
WQUAN-Upper-Columbia,vpaj-t6cn,map,https://data.wa.gov/Natural-Resources-Environment/WQUAN-Upper-Columbia/vpaj-t6cn,hdw4-yhs4,09/23/2014 12:00:00 AM,hdw4-yhs4,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,92,0
WQUAN-Northeast-Washington,4v67-2a7a,map,https://data.wa.gov/Natural-Resources-Environment/WQUAN-Northeast-Washington/4v67-2a7a,hdw4-yhs4,09/23/2014 12:00:00 AM,hdw4-yhs4,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,93,0
State Map -- Decreasing Trend,3pgg-snut,map,https://data.wa.gov/Natural-Resources-Environment/State-Map-Decreasing-Trend/3pgg-snut,hdw4-yhs4,09/23/2014 12:00:00 AM,hdw4-yhs4,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,94,0
Summer Low Flow Trend Indicator 1975-2013,hdw4-yhs4,dataset,https://data.wa.gov/Natural-Resources-Environment/Summer-Low-Flow-Trend-Indicator-1975-2013/hdw4-yhs4,,09/23/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,95,0
Average Trend Percent by WRIA,tyfh-n7g3,chart,https://data.wa.gov/Natural-Resources-Environment/Average-Trend-Percent-by-WRIA/tyfh-n7g3,hdw4-yhs4,09/23/2014 12:00:00 AM,hdw4-yhs4,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,96,0
ECY Raingage Locations,kzz2-96cx,map,https://data.wa.gov/Natural-Resources-Environment/ECY-Raingage-Locations/kzz2-96cx,mki6-79zp,11/05/2014 12:00:00 AM,mki6-79zp,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,97,0
March 2014 Monthly Average,d5yk-87be,chart,https://data.wa.gov/dataset/March-2014-Monthly-Average/d5yk-87be,8mdj-raze,11/05/2014 12:00:00 AM,8mdj-raze,parent asset is private or deleted,"Ecology, Department of (ECY)",parent asset is private or deleted,Derivative,0,1,98,0
ECY Raingage Stations,jzd3-uqdv,map,https://data.wa.gov/Natural-Resources-Environment/ECY-Raingage-Stations/jzd3-uqdv,mki6-79zp,11/05/2014 12:00:00 AM,mki6-79zp,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,99,0
ECY 2014 Rain Gage Stations Location,mki6-79zp,dataset,https://data.wa.gov/Natural-Resources-Environment/ECY-2014-Rain-Gage-Stations-Location/mki6-79zp,,11/05/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,100,0
"Sept 2014 ECY Stations with Exceeded Criteria For Fecal Bacteria, Temperature, Oxygen and pH",spy8-d7us,dataset,https://data.wa.gov/Natural-Resources-Environment/Sept-2014-ECY-Stations-with-Exceeded-Criteria-For-/spy8-d7us,,11/10/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,101,0
September 2014 ECY WQ Stations with Exceeded Criteria,23xs-9xx7,map,https://data.wa.gov/Natural-Resources-Environment/September-2014-ECY-WQ-Stations-with-Exceeded-Crite/23xs-9xx7,spy8-d7us,11/10/2014 12:00:00 AM,spy8-d7us,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,102,0
2015 Candidate Sites: Mid Columbia Status and Trends Region,6nhy-s9k7,dataset,https://data.wa.gov/Natural-Resources-Environment/2015-Candidate-Sites-Mid-Columbia-Status-and-Trend/6nhy-s9k7,,11/13/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,103,0
WQ-WQUAL-Revised,pibt-tsav,map,https://data.wa.gov/Natural-Resources-Environment/WQ-WQUAL-Revised/pibt-tsav,eavu-b2qa,11/13/2014 12:00:00 AM,eavu-b2qa,map,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,104,0
Annual 2013 WQI scores & Salmon Recovery Regions,hrfw-cvsp,map,https://data.wa.gov/Natural-Resources-Environment/Annual-2013-WQI-scores-Salmon-Recovery-Regions/hrfw-cvsp,eavu-b2qa,11/13/2014 12:00:00 AM,eavu-b2qa,map,Recreation and Conservation Office (RCO),"Ecology, Department of (ECY)",Derivative,0,1,105,0
Salmon Recovery Region Boundaries,eavu-b2qa,map,https://data.wa.gov/Natural-Resources-Environment/Salmon-Recovery-Region-Boundaries/eavu-b2qa,,11/13/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Derivative,0,1,106,0
2015 Candidate Sites: Watershed Health Monitoring,sm49-bmar,map,https://data.wa.gov/Natural-Resources-Environment/2015-Candidate-Sites-Watershed-Health-Monitoring/sm49-bmar,6nhy-s9k7,11/13/2014 12:00:00 AM,6nhy-s9k7,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,107,0
WQI - Washington Coast,nf9z-26wu,map,https://data.wa.gov/Natural-Resources-Environment/WQI-Washington-Coast/nf9z-26wu,eavu-b2qa,11/13/2014 12:00:00 AM,eavu-b2qa,map,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,108,0
WQI with Regions,g2e2-aevm,map,https://data.wa.gov/Natural-Resources-Environment/WQI-with-Regions/g2e2-aevm,eavu-b2qa,11/13/2014 12:00:00 AM,eavu-b2qa,map,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,109,0
SENTINEL SITES WHM- 11-14-2014,fri6-n6k5,dataset,https://data.wa.gov/Natural-Resources-Environment/SENTINEL-SITES-WHM-11-14-2014/fri6-n6k5,,11/14/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,110,0
Watershed Health Monitoring - Sentinel Sites,8zka-ik69,map,https://data.wa.gov/Natural-Resources-Environment/Watershed-Health-Monitoring-Sentinel-Sites/8zka-ik69,fri6-n6k5,11/14/2014 12:00:00 AM,fri6-n6k5,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,111,0
Ambient Biological Monitoring sites through 2013,vewj-jzzm,map,https://data.wa.gov/Natural-Resources-Environment/Ambient-Biological-Monitoring-sites-through-2013/vewj-jzzm,pj4z-63k7,11/15/2014 12:00:00 AM,pj4z-63k7,parent asset is private or deleted,"Ecology, Department of (ECY)",parent asset is private or deleted,Derivative,0,1,112,0
Middle Snake Low Flow Trend Indicator 2005-2013,g8kr-9vgm,dataset,https://data.wa.gov/Natural-Resources-Environment/Middle-Snake-Low-Flow-Trend-Indicator-2005-2013/g8kr-9vgm,,11/20/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,113,0
Middle Snake Low Flow Trend 2005-2013 - Map,rmrd-fkcz,map,https://data.wa.gov/Natural-Resources-Environment/Middle-Snake-Low-Flow-Trend-2005-2013-Map/rmrd-fkcz,g8kr-9vgm,11/20/2014 12:00:00 AM,g8kr-9vgm,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,114,0
SRR - Washington Coast,49zc-4hgv,map,https://data.wa.gov/Natural-Resources-Environment/SRR-Washington-Coast/49zc-4hgv,,12/17/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Derivative,0,1,115,0
SRR - Northeast Washington,dtba-89sp,map,https://data.wa.gov/Natural-Resources-Environment/SRR-Northeast-Washington/dtba-89sp,,12/17/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Derivative,0,1,116,0
SRR - Puget Sound,2vkt-dfag,map,https://data.wa.gov/Natural-Resources-Environment/SRR-Puget-Sound/2vkt-dfag,,12/17/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Derivative,0,1,117,0
SRR - Hood Canal,evrd-xn3p,map,https://data.wa.gov/Natural-Resources-Environment/SRR-Hood-Canal/evrd-xn3p,,12/17/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Derivative,0,1,118,0
SRR - MIddle Columbia River,53bn-cucs,map,https://data.wa.gov/Natural-Resources-Environment/SRR-MIddle-Columbia-River/53bn-cucs,,12/17/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Derivative,0,1,119,0
Water Quality 2013- Washington Coast SRR,2bnq-6iqh,map,https://data.wa.gov/Natural-Resources-Environment/Water-Quality-2013-Washington-Coast-SRR/2bnq-6iqh,49zc-4hgv,12/17/2014 12:00:00 AM,49zc-4hgv,map,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,120,0
SRR - Snake River,rjpy-p4ga,map,https://data.wa.gov/Natural-Resources-Environment/SRR-Snake-River/rjpy-p4ga,,12/17/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Derivative,0,1,121,0
SRR - Lower Columbia River,7vzj-84vy,map,https://data.wa.gov/Natural-Resources-Environment/SRR-Lower-Columbia-River/7vzj-84vy,,12/17/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Derivative,0,1,122,0
SRR - Upper Columbia River,b8h7-bk6d,map,https://data.wa.gov/Natural-Resources-Environment/SRR-Upper-Columbia-River/b8h7-bk6d,,12/17/2014 12:00:00 AM,,,"Ecology, Department of (ECY)",,Derivative,0,1,123,0
WQ Test,3j7j-78p6,map,https://data.wa.gov/Natural-Resources-Environment/WQ-Test/3j7j-78p6,49zc-4hgv,12/17/2014 12:00:00 AM,49zc-4hgv,map,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,124,0
2012LewisSurveyRecoveries,s82v-maxs,filter,https://data.wa.gov/Natural-Resources-Environment/2012LewisSurveyRecoveries/s82v-maxs,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,125,0
cohosalmon 1998,bik9-dtcz,filter,https://data.wa.gov/Natural-Resources-Environment/cohosalmon-1998/bik9-dtcz,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,126,0
coho salmon,nzk7-nuv6,filter,https://data.wa.gov/Natural-Resources-Environment/coho-salmon/nzk7-nuv6,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,127,0
2013 Hatchery Coho NA CWT Recoveries,6tzg-46qn,filter,https://data.wa.gov/Natural-Resources-Environment/2013-Hatchery-Coho-NA-CWT-Recoveries/6tzg-46qn,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,128,0
AdOnly,2rcf-a8gk,filter,https://data.wa.gov/Natural-Resources-Environment/AdOnly/2rcf-a8gk,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,129,0
SkagitBay2013,6mys-k3by,filter,https://data.wa.gov/Natural-Resources-Environment/SkagitBay2013/6mys-k3by,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,130,0
Cowlitz,m3ue-3nvu,filter,https://data.wa.gov/Natural-Resources-Environment/Cowlitz/m3ue-3nvu,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,131,0
Qry Lyons Ferry Fall Chinook,mj3m-v2m2,filter,https://data.wa.gov/Natural-Resources-Environment/Qry-Lyons-Ferry-Fall-Chinook/mj3m-v2m2,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,132,0
Grover's Creek Hatchery Chinook 2013,t9vq-gfmw,filter,https://data.wa.gov/Natural-Resources-Environment/Grover-s-Creek-Hatchery-Chinook-2013/t9vq-gfmw,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,133,0
Region 5 CWT Filter,jupx-avkw,filter,https://data.wa.gov/Natural-Resources-Environment/Region-5-CWT-Filter/jupx-avkw,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,134,0
Region 5 CWT Filter,3ghg-qqp6,filter,https://data.wa.gov/Natural-Resources-Environment/Region-5-CWT-Filter/3ghg-qqp6,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,135,0
Region 5 CWT Hat 2013,jjzs-eqzk,filter,https://data.wa.gov/Natural-Resources-Environment/Region-5-CWT-Hat-2013/jjzs-eqzk,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,136,0
vandesmv,s4zn-ybky,filter,https://data.wa.gov/Natural-Resources-Environment/vandesmv/s4zn-ybky,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,137,0
Skagit River 2015 Chinook CWT Recoveries,6xnq-vmem,filter,https://data.wa.gov/Natural-Resources-Environment/Skagit-River-2015-Chinook-CWT-Recoveries/6xnq-vmem,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,138,0
Lyons Ferry Fall Chinook Return Year 1992,5bjn-hqd8,filter,https://data.wa.gov/Natural-Resources-Environment/Lyons-Ferry-Fall-Chinook-Return-Year-1992/5bjn-hqd8,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,139,0
Skagit2013,s4q5-shz5,filter,https://data.wa.gov/Natural-Resources-Environment/Skagit2013/s4q5-shz5,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,140,0
CWT data recoveries,hx5r-xfmn,filter,https://data.wa.gov/Natural-Resources-Environment/CWT-data-recoveries/hx5r-xfmn,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,141,0
skok,ugys-a4e2,filter,https://data.wa.gov/Natural-Resources-Environment/skok/ugys-a4e2,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,142,0
WDFW-Coded Wire Tag Fish Recoveries,auvb-4rvk,dataset,https://data.wa.gov/Natural-Resources-Environment/WDFW-Coded-Wire-Tag-Fish-Recoveries/auvb-4rvk,,12/30/2014 12:00:00 AM,,,"Fish and Wildlife, Department of (DFW)",,Foundational,1,1,143,0
2013 Chelan Falls Broodstock CWT Data,5f28-ixr8,filter,https://data.wa.gov/Natural-Resources-Environment/2013-Chelan-Falls-Broodstock-CWT-Data/5f28-ixr8,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,144,0
Buoy10Recoveries2014,gwn8-u882,filter,https://data.wa.gov/Natural-Resources-Environment/Buoy10Recoveries2014/gwn8-u882,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,145,0
Buoy10 CWTs,b5fh-iyqh,filter,https://data.wa.gov/Natural-Resources-Environment/Buoy10-CWTs/b5fh-iyqh,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,146,0
SMK_OKN_CWT Recoveries,dbhx-5q9k,filter,https://data.wa.gov/Natural-Resources-Environment/SMK_OKN_CWT-Recoveries/dbhx-5q9k,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,147,0
Area10TrapSurveyComm,w7p9-rkyi,filter,https://data.wa.gov/Natural-Resources-Environment/Area10TrapSurveyComm/w7p9-rkyi,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,148,0
coho salmon 2009,cqb6-7fsp,filter,https://data.wa.gov/Natural-Resources-Environment/coho-salmon-2009/cqb6-7fsp,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,149,0
Eastbank 2014 Summer Chinook,79jb-qg6b,filter,https://data.wa.gov/Natural-Resources-Environment/Eastbank-2014-Summer-Chinook/79jb-qg6b,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,150,0
Marblemount reared BMc,iy4g-ve9t,filter,https://data.wa.gov/Natural-Resources-Environment/Marblemount-reared-BMc/iy4g-ve9t,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,151,0
2012 Skagit chinook,6nf5-ryhg,filter,https://data.wa.gov/Natural-Resources-Environment/2012-Skagit-chinook/6nf5-ryhg,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,152,0
2015 B10 Region 5,n4uw-he6j,filter,https://data.wa.gov/Natural-Resources-Environment/2015-B10-Region-5/n4uw-he6j,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,153,0
Skokomish,2smq-atst,filter,https://data.wa.gov/Natural-Resources-Environment/Skokomish/2smq-atst,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,154,0
COHO SALMON,9d84-b364,filter,https://data.wa.gov/Natural-Resources-Environment/COHO-SALMON/9d84-b364,auvb-4rvk,12/30/2014 12:00:00 AM,auvb-4rvk,dataset,"Fish and Wildlife, Department of (DFW)","Fish and Wildlife, Department of (DFW)",Derivative,0,1,155,0
Annual Salary 2010 thru 2013,y3ds-rkew,dataset,https://data.wa.gov/Labor/Annual-Salary-2010-thru-2013/y3ds-rkew,,01/22/2015 12:00:00 AM,,,Washington State Technology Solutions (CTS),,Foundational,0,1,156,0
salary 2010-2013,mdey-mtnu,filter,https://data.wa.gov/Labor/salary-2010-2013/mdey-mtnu,y3ds-rkew,01/22/2015 12:00:00 AM,y3ds-rkew,dataset,"Financial Management, Office of (OFM)",Washington State Technology Solutions (CTS),Derivative,0,1,157,0
fw-dot,xfwu-9qse,filter,https://data.wa.gov/Labor/fw-dot/xfwu-9qse,y3ds-rkew,01/22/2015 12:00:00 AM,y3ds-rkew,dataset,"Financial Management, Office of (OFM)",Washington State Technology Solutions (CTS),Derivative,0,1,158,0
Agency Salaries,vdrf-uvie,filter,https://data.wa.gov/Labor/Agency-Salaries/vdrf-uvie,y3ds-rkew,01/22/2015 12:00:00 AM,y3ds-rkew,dataset,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,159,0
Broadband Community Anchor Institution Listings,qgtz-buis,dataset,https://data.wa.gov/Economics/Broadband-Community-Anchor-Institution-Listings/qgtz-buis,,01/27/2015 12:00:00 AM,,,"Commerce, Department of (COM)",,Foundational,1,1,160,1
WA Libraries Map,ge4m-a8fv,map,https://data.wa.gov/Economics/WA-Libraries-Map/ge4m-a8fv,qgtz-buis,01/27/2015 12:00:00 AM,qgtz-buis,dataset,Washington State Technology Solutions (CTS),"Commerce, Department of (COM)",Derivative,0,1,161,0
WA Libraries from broadband CAI,5buj-apj8,map,https://data.wa.gov/Economics/WA-Libraries-from-broadband-CAI/5buj-apj8,qgtz-buis,01/27/2015 12:00:00 AM,qgtz-buis,dataset,Washington State Technology Solutions (CTS),"Commerce, Department of (COM)",Derivative,0,1,162,0
2015 Candidate Sites - We'll Sample 50,rgra-syy5,dataset,https://data.wa.gov/Natural-Resources-Environment/2015-Candidate-Sites-We-ll-Sample-50/rgra-syy5,,01/30/2015 12:00:00 AM,,,"Ecology, Department of (ECY)",,Foundational,1,1,163,0
2015 Candidate Sites for Watershed Health Monitoring,nu8y-srfd,map,https://data.wa.gov/Natural-Resources-Environment/2015-Candidate-Sites-for-Watershed-Health-Monitori/nu8y-srfd,rgra-syy5,01/30/2015 12:00:00 AM,rgra-syy5,dataset,"Ecology, Department of (ECY)","Ecology, Department of (ECY)",Derivative,0,1,164,0
Agency IT Decision Packages for Business Impact,2fg7-s4vh,chart,https://data.wa.gov/dataset/Agency-IT-Decision-Packages-for-Business-Impact/2fg7-s4vh,swyb-gmfy,02/18/2015 12:00:00 AM,swyb-gmfy,dataset,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,165,0
DSHS,mb7e-gs8z,filter,https://data.wa.gov/dataset/DSHS/mb7e-gs8z,swyb-gmfy,02/18/2015 12:00:00 AM,swyb-gmfy,dataset,Other external user,Washington State Technology Solutions (CTS),Derivative,0,1,166,0
Agency IT Decision Packages for Security,qcpg-jrgs,chart,https://data.wa.gov/dataset/Agency-IT-Decision-Packages-for-Security/qcpg-jrgs,swyb-gmfy,02/18/2015 12:00:00 AM,swyb-gmfy,dataset,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,167,0
Agency IT Decision Packages for Mobility,yq7k-rsxt,chart,https://data.wa.gov/dataset/Agency-IT-Decision-Packages-for-Mobility/yq7k-rsxt,swyb-gmfy,02/18/2015 12:00:00 AM,swyb-gmfy,dataset,Washington State Technology Solutions (CTS),Washington State Technology Solutions (CTS),Derivative,0,1,168,0
DP Scoring Report Final,swyb-gmfy,dataset,https://data.wa.gov/dataset/DP-Scoring-Report-Final/swyb-gmfy,,02/18/2015 12:00:00 AM,,,Washington State Technology Solutions (CTS),,Foundational,1,1,169,0
